藥品編號,收費編號,藥品英文名,藥品中文名,顏色,形狀,劑型,廠牌名,中文加強描述,英文加強描述,備註
P6B008M,P6B008M     1PC,Infloran,益腹寧膠囊,紅色/黃色,橢圓形,膠囊,LABORATORIO FARMACEUTICO S.I.T S.R.L,印有「Infloran」及「Berna」,With 「Infloran」&「Berna」,2018.11.05
PQA058S,PQA058S     1PC,Brown Mixture Liquid(Glycyrrhiza fluid ext.+Opium Tr.),甘草止咳水,,,口服液劑,晟德,,,2018.11.06
PDA331M,PDA331M     1PC,Ibrance 125mg,愛乳適125毫克,淡褐色,橢圓形,膠囊,輝瑞,印有「PBC 125」及「Pfizer」,With 「PBC 125」及「Pfizer」,2018.11.13
PCH005M,PCH005M     1PC,Amanda,安滿達,淺橙色,圓形,膜衣錠,衛達化學,印有 " WD ",With " WD ",2018.11.13
PHG054P,PHG054P     1PC,Xofigo,鐳治骨注射液,,,注射液,Institute for Energy Technology,,,2018.11.16
P6B010P,P6B010P     1PC,Kovaltry 500IU (臨),科泛適注射劑  (臨),,,凍晶注射劑,拜耳,,,2017.11.16
P6B012P,P6B012P     1PC,Adynovate 500IU (臨),艾諾威長效第八因子注射劑500國際單位 (臨),,,凍晶注射劑,BAXALTA,,,2018.11.16
P6B013P,P6B013P     1PC,Adynovate 1000IU (臨),艾諾威長效第八因子注射劑1000國際單位  (臨),,,凍晶注射劑,BAXALTA,,,2018.11.16
PLA040P,PLA040P     1PC,Privigen 10%,瑞利勁人體免疫球蛋白,,,注射液,CSL Behring,,,2018.11.16
P8A141M,P8A141M     1PC,Cabometyx 40mg (無償)(專案),,黃色,三角形,膜衣錠,Exelixis,印有  " XL " & " 40 ",With " XL " and " 40 ",2018.11.20
P8A142M,P8A142M     1PC,Cabometyx 60mg (無償)(專案),,黃色,橢圓形,膜衣錠,Exelixis,印有  " XL " & " 60 ",With " XL " and " 60 ",2018.11.20
PDA132P,PDA132P XH1 1PC,Phyxol,輝克癒蘇注射劑,,,注射劑,杏輝,,,2018.11.21
PNA154P,PNA154P     1PC,Rapiacta,瑞貝塔 點滴靜脈注射液,,,注射液,NIPRO PHARMA CORPORATION ISE PLANT,,,2018.11.22
P6B018E,P6B018E     1PC,Optive Fusion (臨),優麗舒保濕型單支裝點眼液 (臨),,,點眼液,愛力根,,,2018.11.23
P6B005S,P6B005S     1PC,Megaxia ES (臨),美適亞高濃度微粒懸液劑 (臨),,,口服懸液劑,安成,,,2018.11.28
PIG090M,PIG090M CD1 1PC,K-Supply,益鉀錠,白色,圓形,錠劑,正和,印有 " CH 79 ",With " CH 79 ",2018.12.07
PCB018M,PCB018M GJ1 1PC,Cowbalin,疳福錠,橘色,橢圓形,錠劑,國嘉,一面印有中線,,2018.12.10
P6B033M,P6B033M     1PC,Iclusig 15mg (臨),英可欣膜衣錠 (臨),白色,圓形,膜衣錠,Patheon,印有 " A5 ",With " A5 ",2018.12.10
P6B025M,P6B025M     1PC,Tecfidera 240mg (臨),泰福德膠囊 (臨),綠色,橢圓形,膠囊,Vifor,印有 " BG-12 240mg ",With " BG-12 240mg ",2018.12.12
PCE014M,PCE014M PL1 1PC,Pyrazinamide,匹井梭安錠,白色,圓形,錠劑,培力,印有 " P " 字樣,With " P ",2018.12.20
PNA155P,PNA155P     1PC,AdimFlu-S (QIS),"安定伏"裂解型 四價流感疫苗,,,懸液注射劑,國光,,,2018.12.25
PMA012M,PMA012M     1PC,Cortisone "Ping Lawer",乙酸可體松錠,白色,,錠劑,柏理/政德,錠劑一面刻有 PLt 字樣,Tablet imprinted with  " PLt ",2019.01.08
P6B029E,P6B029E     1PC,Eyehelp  (臨),護眼眼藥水,,,眼藥水,麥迪森,,,2019.01.02
PZA303M,PZA303M     1PC,Olumiant 2mg,愛滅炎膜衣錠,淺粉紅色,橢圓形,錠劑,禮來,一面有Lilly字樣，一面有2字樣,With  " Lilly " and " 2 ",2019.01.09
P6B036M,P6B036M     1PC,Ibrance 75mg,愛乳適 膠囊 75 毫克,淡橙色,橢圓形,膠囊,輝瑞,印有「PBC 75」及「Pfizer」,With 「PBC 75」及「Pfizer」,2019.01.11
PLD070P,PLD070P     1PC,NovoEight 500IU,諾和第八因子注射劑500國際單位,,,凍晶注射劑,諾和諾德,,,2019.01.21
PME134M,PME134M     1PC,Lodiglit 15/850,雙革醣膜衣錠,,,膜衣錠,生達,印有 " SCP " & " 976 ",With  " SCP " & " 976 ",2019.01.21
PNA157P,PNA157P     1PC,Vaxigrip Tetra,菲流達 四價流感疫苗,,,懸液注射劑,Sanofi Pasteur,,,2022.09.14
PZA301M,PZA301M     1PC,Olumiant 4mg,愛滅炎 4 毫克,粉紅色,圓形,膜衣錠,禮來,一面有Lilly字樣，一面有4字樣,With  " Lilly " and " 4 ",2019.01.30
P6B034M,P6B034M     1PC,Ninlaro 4mg,免瘤諾,淡橘色,長橢圓形,膠囊,Haupt Pharma Amareg GmBH,印有「Takeda」及「4 mg」,With 「Takeda」&「4 mg」,2019.01.30
PZA302P,PZA302P     1PC,Orencia 125mg,恩瑞舒針筒裝皮下注射劑 125毫克,,,注射劑,BRISTOL-MYERS SQUIBB,,,2023.07.24
PME018M,PME018M UL1 2PC,Ankomin,美克糖錠,白色,長橢圓形,錠劑,健喬信元/優良,SYN|500,With SYN|500,2019.02.14
PME133M,PME133M     1PC,Janumet 50/850mg,捷糖穩 50/850 毫克 膜衣錠,粉紅色,長橢圓形,膜衣錠,MSD,刻有 「515」,With " 515 ",2023.07.14
PCC318P,PCC318P ST1 1PC,Sintrix 500MG,信得瑞注射劑,,,乾粉注射劑,信東,土黃色瓶蓋,,2019.02.19
PCC326P,PCC326P ST1 1PC,Sintrix  "1GM ",信得瑞注射劑,,,乾粉注射劑,信東,藍色瓶蓋,,2019.02.19
P6B044P,P6B044P     1PC,Adrimycin,艾黴素,,,注射劑,Pfizer,,,2019.02.19
P6B040P,P6B040P     1PC,Imfinzi 500mg,抑癌寧注射劑 (臨),,,注射劑,Cook Pharmica LLC,,,2019.02.20
P6B041P,P6B041P     1PC,Imfinzi 120mg,抑癌寧注射劑 (臨),,,注射劑,Cook Pharmica LLC,,,2019.02.20
PCH129M,PCH129M     1PC,Acylo,克庖疹錠,粉紅色,不規則形,錠劑,信東,印有 " ACYLO " 及 " ST ",With " ACYLO "  &  " ST ",20190223
P6A889P,P6A889P     1PC,Tepadina 100mg,提帕蒂那凍晶注射劑 100毫克,,,凍晶注射劑,Adienne,,,2023.03.16
P6B039P,P6B039P     1PC,Eloctate 1000 IU,艾拉特凍晶注射劑1000 IU,,,凍晶注射劑,Sanofi,,,2019.03.04
P6B038P,P6B038P     1PC,Eloctate 500 IU,艾拉特凍晶注射劑 500 IU,,,凍晶注射劑,Sanofi,,,2019.03.04
P8A150P,P8A150P     1PC,Polatuzumab vedotin 140mg/vial  (無償)(專案),,,,凍晶注射劑,BSP Pharmaceuticals S.p.A,,,108.03.15
P6B048P,P6B048P     1PC,Zavedos 5mg/5ml,艾達黴素,,,注射劑,Pfizer (Perth) Pty Limited,,,2019.03.20
P8A147P,P8A147P     1PC,Imfinzi 500mg,抑癌寧注射劑(病患協助方案)(無償),,,注射劑,Cook Pharmica LLC,,,2019.03.25
P8A149P,P8A149P     1PC,Imfinzi 120mg,抑癌寧注射劑(病患協助方案)(無償),,,注射劑,Cook Pharmica LLC,,,2019.03.25
PCG016M,PCG016M     1PC,Nitrofurantoin,硝基夫喃妥因,黃色,圓形,錠劑,優生,,,
PFA050M,PFA050M     1PC,Verelan,維爾寧持續性膠囊,紅色,,鋁箔裝錠劑,Elan pharma,有120字樣,imprint with "120",102.05.01
PMC044M,PMC044M     1PC,Stibestrol,菧偶素,紅色,圓形,錠劑,尼斯可,,,
PTA014S,PTA014S     1PC,Anti-phen,安佳熱,紅色,,糖漿劑,晟德,紅色藥液白色瓶蓋,Red liquid, bottle with white cap,100.10.20
PGC060M,,Lacoxa SR,樂夠效緩釋錠,紅色,橢圓形,鋁箔裝錠劑,台灣東洋,,,
PZA030M,PZA030M     1PC,Neuquinon,能淤奇朗,紅色,圓形,糖衣錠,衛采,,,970123
P6A024M,,LENNON-WARFARIN TABLETS 5MG,瓦化寧錠,紅色,圓形,錠劑,Lennon,一面有刻痕,scored,970331
PVA104E,PVA104E     1PC,Vigamox,威爾眸,黃色,,眼藥水,愛爾康,紫色外盒黃色藥液,Purple box package, yellow liquid,100.11.01
PGG077M,PGG077M     1PC,Seroquel XR 300 mg,思樂康持續性藥效錠,淡黃色,長條形,持續性藥效錠,阿斯特捷利康,刻有XR 300字樣,marked XR 300 on one side,991015
PMC068M,PMC068M     1PC,Yasmin,悅己膜衣錠,淡黃色,圓形,膜衣錠,Schering,刻有六角形符號及DO字樣,marked hexagon and DO on one side,991018
PSA078M,PSA078M     1PC,Methycobal,彌可保,紅色,橢圓形,鋁箔裝膠囊,衛采,,,100.09.19
PTA038S,PTA038S     1PC,Spiz,舒鼻適,黃色,,糖漿劑,信東/榮民,黃色藥液白色瓶蓋,Yellow liquid, bottle with white cap,100.09.19
PGG091M,PGG091M     1PC,Abilify OD 15mg,安立復口溶錠15毫克,淡黃色,圓形,口溶錠,Bristol-Myers Squibb/大塚,錠劑上一面刻有"15"，另一面刻有"A641",Tablet engraved with "15" & "A641",101.04.27
PGF030M,PGF030M     1PC,Biorix,保鬱舒膜衣錠,黃色,扁橢圓形,膜衣錠,中生生技,一面刻有"CBC"、另一面刻有兩個"112",One side engraved with "CBC", and two "112" on the other side,101.08.14
PME096M,PME096M     1PC,Repaglinide,柔醣錠,黃色,圓形,鋁箔裝錠劑,中國化學,一面印有 "CCP C74",imprint with "CCP C74",102.03.07
PDA008M,PDA008M     1PC,Asazipam,安思平膜衣錠,淡黃色,圓形,膜衣錠,永信,一面有刻痕，另一面刻有" YSP 149 ",Tablet one side scored, the other side imprinted with " YSP 149 ",2020.09.05
PQA034M,PQA034M     1PC,Zcough,咳治得軟膠囊,黃色,圓形,軟膠囊,美時,,,103.12.08
PFC077M,PFC077M     1PC,Linicor  500/20mg,理脂膜衣錠 500/20毫克,淡黃色,長橢圓形,膜衣錠,健亞/東生華,,,2023.05.15
P8A073M,P8A073M     1PC,Lenvima  4mg,,紅色,,膠囊,Patheon,,,105.03.09
P6A831M,P6A831M     1PC,Jardiance 25mg,恩排糖膜衣錠25毫克,淡黃色,橢圓形,膜衣錠,百靈佳,一面刻有 S 25,One side engraved with S 25,105.01.05
PGA101M,PGA101M     1PC,Fycompa 4mg,癲控達膜衣錠 4mg,紅色,圓形,膜衣錠,衛采,錠劑上一面刻有 "  E277 "，另一面刻有" 4  " 字樣,engraved with E277 on one side and ‘4 ’ on other side,105.03.04
PGC004M,PGC004M RA1 1PC,Acetal,愛舒疼錠,淡黃色,長圓柱形,錠劑,瑞安,刻有" PURZER "，另一面有" 07 / 07 " 字樣,Engraved with " PURZER ", the other side of " 07/07 " words,105.05.30
P6B050M,P6B050M     1PC,Venclexta 100mg (臨),唯可來膜衣錠,淡黃色,橢圓形,膜衣錠,abbVie Ireland,印有「V」及「100」,With 「V」&「100」,2019.04.02
P8A148M,P8A148M     1PC,Lynparza 150mg (病患協助方案)(無償),令癌莎膜衣錠,,,,Abbvie,,,
P6B045M,P6B045M     1PC,Cecenu(CCNU)  (專案),,藍色,,膠囊,Medac,,,2019.04.03
P6B046M,P6B046M     1PC,Natulan 50mg   (專案),,,,,NA,,,
P6B053P,P6B053P     1PC,Nuwiq 1000 IU  (臨),寧衛基因工程第八凝血因子注射劑  (臨),,,注射劑,OCTAPHARMA AB,,,108.04.12
P6B052M,P6B052M     1PC,Rydapt (臨),療德妥 (臨),,,軟膠囊,Catalent Germany,,,2019.04.12
PDA333M,PDA333M     1PC,Kisqali 200mg,擊癌利膜衣錠,淺灰紫色,圓形,鋁箔裝錠劑,諾華,有 RIC 及 NVR 字樣,Imprint with RIC & NVR,2019.05.07
PDA332M,PDA332M     1PC,Jakavi 5mg,捷可衛錠 5毫克,白色,圓形,鋁箔裝錠劑,Novartis,有NVR及L5字樣,Engraved with NVR and L5,2019.05.08
PDA334M,PDA334M     1PC,Jakavi  15mg,捷可衛錠 15毫克,白色,長橢圓形,鋁箔裝錠劑,Novartis,有NVR及L15字樣,Engraved with NVR and L15,2019.05.10
PDA335M,PDA335M     1PC,Jakavi  20mg,捷可衛錠 20毫克,白色,長橢圓形,鋁箔裝錠劑,Novartis,有NVR及L 20字樣,Engraved with NVR and L 20,2019.05.10
PVD052E,PVD052E     1PC,Simbrinza 10mg/2mg,勝克壓10毫克/2毫克複方點眼液,,,點眼懸液,Novartis,,,2022.03.21
PQB059E,PQB059E     1PC,Seebri Breezhaler,吸補力吸入膠囊50微克,橘色,,吸入用膠囊劑,Novartis,印有 "GPL50 "字樣,Printed with the words "GPL50",2019.05.14
PKA072P,PKA072P SD1 1PC,Emazole (生達),達胃舒注射劑,,,凍晶注射劑,生達,,,2019.05.28
PMA026M,PMA026M YZ1 1PC,Limeson,達美松錠,黃色,圓形,錠劑,元宙,印有"A "字樣,Engraved with the word "A",2021.07.14
PTA107S,PTA107S SD1 1PC,Musco,美舒咳液,淡黃色,,口服液劑,生達,,,2022.11.25
PCV015M,PCV015M     1PC,HCVDAA0015 (Epclusa-Type 1、2、3、4、5、6 *12wk)健保C肝12週療程(日),HCVDAA0015 健保C肝第1、2、3、4、5、6型12週療程(日),,,,健保醫令碼(申報用),,,2019.06.24
PCV016M,PCV016M     1PC,HCVDAA0016 (Epclusa + Ribavirin -Type 1、2、3、4、5、6*12wk)健保C肝12週療程(日),HCVDAA0016 健保C肝第1、2、3、4、5、6型12週療程(日),,,,健保醫令碼(申報用),,,2019.06.24
PLA041P,PLA041P     1PC,Kiovig,克歐維人類免疫球蛋白,,,靜脈輸注液,BAXALTA,,,2019.07.02
P6B061P,P6B061P     1PC,Bavencio,百穩益注射劑,,,注射液劑,Merck,,,2019.07.11
P6B062P,P6B062P     1PC,Adynovate 2000IU (臨),艾諾威長效第八因子注射劑2000國際單位  (臨),,,凍晶注射劑,BAXALTA,,,2019.07.19
P6B058M,P6B058M     1PC,Akynzeo,嘔可舒膠囊,白色/褐色,,鋁箔裝膠囊,Helsinn Birex,印有 HE1 字樣,Printed with HE1,2019.07.19
PGG028P,PGG028P NG1 1PC,Dianlin,得安寧注射液,,,注射劑,南光,,,2019.07.23
PIG102S,PIG102S     1PC,K-GLU,鉀補口服液,無色透明,,口服液劑,信東,塑膠安瓿,,2019.07.26
PLC051M,PLC051M     1PC,Efient  3.75mg,抑凝安膜衣錠 3.75毫克,淡粉紅色,橢圓形,鋁箔裝錠劑,第一三共,印有3.75 字樣,Printed with 3.75 words,2019.07.26
P8A151P,P8A151P     1PC,Kyprolis 30mg  (無償),凱博斯凍晶注射劑 (無償),,,凍晶注射劑,Patheon,,,2019.07.29
P6B054P,P6B054P     1PC,Lumicef,立美西膚皮下注射劑,,,凍晶注射劑,Patheon,,,2019.08.01
P8A152P,P8A152P     1PC,Lumicef,立美西膚皮下注射劑,,,凍晶注射劑,Patheon,,,2019.08.01
P6B066P,P6B066P     1PC,Tresiba FlexTouch,諾胰保 諾特筆,,,注射劑,諾和諾德,,,2019.08.07
PDA336M,PDA336M     1PC,Pomalyst 1mg,鉑美特膠囊1毫克,深藍/黃,,鋁箔裝膠囊,Celgene,膠囊體印有" POML"及" 1mg",Printed with "POML" and "1mg",2019.08.12
PDA337M,PDA337M     1PC,Pomalyst 2mg,鉑美特膠囊2毫克,深藍/橘,,鋁箔裝膠囊,Celgene,膠囊體印有" POML"及" 2mg",Printed with "POML" and "2mg",2019.08.12
PDA338M,PDA338M     1PC,Pomalyst 3mg,鉑美特膠囊3毫克,深藍/綠,,鋁箔裝膠囊,Celgene,膠囊體印有" POML"及" 3mg",Printed with "POML" and "3mg",2019.08.12
PDA339M,PDA339M     1PC,Pomalyst 4mg,鉑美特膠囊4毫克,深藍/藍,,鋁箔裝膠囊,Celgene,膠囊體印有" POML"及" 4mg",Printed with "POML" and "4mg",2019.08.12
PNA161P,PNA161P     1PC,Fluarix Tetra,伏適流四價流感疫苗,,,懸液注射劑,葛蘭素,,,2019.08.21
PBA044M,PBA044M PL1 1PC,Asthan,喘安錠,淡黃色,五角形,錠劑,培力,有PL 及 T17字樣,with "PL " & " T17" word.,2019.08.26
PLC004P,PLC004P HU1 1PC,Pine 5,000u/ml,派恩注射液劑,,,注射液,Huons Co. Ltd.,,,2019.08.26
PVI028E,PVI028E     1PC,Ginpol Gel,睛瑩,,,眼用凝膠,溫士頓,,,2019.08.27
P6B070P,P6B070P     1PC,Cytosar 1000mg,,,,注射劑,Pfizer,,,2019.09.02
PLA006P,PLA006P     1PC,"TBSF"Albumin 20%,50ml,“國血製劑益康”人血清白蛋白注射劑,,,注射液,CSL Behring,,,2019.08.29
PDA750S,PDA750S     1PC,Giga,美健生 口服懸液劑,,,口服懸液劑,溫士頓,,,2019.09.03
PGA105M,PGA105M     1PC,ZEROPIN,平癲靈膠囊 75毫克,紅 / 白色,,鋁箔裝膠囊,亞培委託歐帕生技,印有 004字樣,imprinted with  004,2019.09.18
P6B065P,P6B065P     1PC,Rigvir  (需-20℃冷凍),,,,注射液,SIA Latima,,,2019.09.19
PFA084M,PFA084M DO1 1PC,Rhynorm,律諾膜衣錠,白色,圓形,錠劑,東生華委託東洋,一面印有 " R ",With " R ",2021.12.14
P6B075P,P6B075P     1PC,Eloctate 2000 IU,艾拉特凍晶注射劑 2000 IU,,,凍晶注射劑,Sanofi,,,2019.09.25
PMC030M,PMC030M JX1 1PC,Synna,欣娜錠,白色與藍色,圓形,錠劑,健喬信元,白色錠劑  SYN 201 ; 藍色錠劑  SYN 202,White tablet with SYN 201, blue tablet with SYN 202,2019.10.07
PKA041P,PKA041P SD1 1PC,Panzolec,瘍康凍晶注射劑,,,凍晶注射劑,生達,,,2019.10.16
PWP018E,PWP018E     1PC,Axcel Acyclovir Cream,艾瑟樂康乳膏,,,外用乳膏,Kotra Pharma,,,2019.10.16
P6B076M,P6B076M     1PC,Verzenio 150mg,捷癌寧膜衣錠 150毫克,黃色,橢圓形,膜衣錠,禮來,有Lilly 及150 字樣,with "Lilly "  & "150 " word,2019.10.21
P8A033P,P8A033P     1PC,Avastin 100mg/4mL (無償),癌思停注射劑 100毫克/4毫升 (無償),,,注射劑,Roche,,,2023.04.21
PLC053M,PLC053M     1PC,Eliquis 2.5mg,艾必克凝膜衣錠 2.5mg,黃色,圓形,膜衣錠,Pfizer,一面刻有" 893 "，另一面刻有" 2 1/2 ",Tablet with " 893 "on one side and " 2 1/2 " on the other side.,2019.11.05
PME135P,PME135P     1PC,Soliqua Solostar (100iu/ml+50mcg/ml),爽胰達注射劑 (100 單位+50 微克),,,預充填注射筆,賽諾菲,黃色 筆身、「橘色」按鈕,,2019.11.11
P8A155M,P8A155M     1PC,Piqray 200mg (無償)(專案),,肉色,長橢圓形,錠劑,Novartis,一面有 YL7 ，另一面有 NVR 字樣,with  " YL7" on one side &"NVR" on the other side.,2019.11.08
P8A156M,P8A156M     1PC,Piqray 50mg(無償)(專案),,肉色,圓形,錠劑,Novartis,一面有 L7 ，另一面有 NVR 字樣,with  " L7" on one side &"NVR" on the other side.,2019.11.08
PDA305P,PDA305P     1PC,Diphereline PR 3.75mg,達菲林長效注射劑3.75毫克,,,凍晶注射劑,IPSEN,,,2019.11.08
PGC108M,PGC108M     1PC,Celecoxib Sandoz,賽樂治膠囊,黃 / 白色,,鋁箔裝膠囊,Sandoz,,,2019.11.12
P8A157M,P8A157M     1PC,Verzenio 150mg (病患協助方案)(無償),捷癌寧膜衣錠 150毫克,黃色,橢圓形,膜衣錠,禮來,有Lilly 及150 字樣,with "Lilly "  & "150 " word,2019.11.14
P6B081P,P6B081P     1PC,Tecentriq 840mg /14ml,癌自禦 注射劑840毫克,,,注射劑,羅氏,,,2019.11.18
PZA306P,PZA306P     1PC,Tremfya 100mg,特諾雅注射液,,,預充填式針筒,CILAG AG,,,2019.11.19
PDA096P,PDA096P     1PC,Zavedos 5mg/5ml,艾達黴素靜脈注射劑,,,注射劑,Pfizer (Perth) Pty Limited,,,2019.11.26
P6B084M,P6B084M     1PC,Cabometyx 40mg,癌必定膜衣錠 40毫克,黃色,三角形,膜衣錠,IPSEN,刻有  " XL " & " 40 " 字樣,With " XL " and " 40 ",2019.12.04
P6B055M,P6B055M     1PC,Cabometyx 60mg,癌必定膜衣錠 60毫克,黃色,橢圓形,膜衣錠,IPSEN,刻有  " XL " & " 60 " 字樣,With " XL " and " 60 ",2019.12.04
PED032P,PED032P ST1 1PC,Despas,攣怕斯注射液,,,注射劑,信東,,,2019.12.05
P6B085M,P6B085M     1PC,Lorviqua  25mg,瘤利剋膜衣錠 25 毫克,淡粉紅色,圓形,膜衣錠,Pfizer,一側刻Pfizer、另一側刻 " 25 " & " LLN " 字樣,with" Pfizer" ,  " 25" & " LLN ",2019.12.06
P6B087M,P6B087M     1PC,Verzenio 100mg,捷癌寧膜衣錠 100毫克,白色,橢圓形,膜衣錠,禮來,有Lilly 及100 字樣,with "Lilly "  & "100 ",2019.12.06
P8A160M,P8A160M     1PC,Verzenio 100mg(病患協助方案)(無償),捷癌寧膜衣錠 100毫克,白色,橢圓形,膜衣錠,禮來,有Lilly 及100 字樣,with "Lilly "  & "100 ",2019.12.06
PZA305M,PZA305M     1PC,Aubagio 14mg,歐博捷膜衣錠,淡藍色,五角形,膜衣錠,Genzyme,刻有 " 14 "字樣,With " 14 ",2019.12.10
P6B088P,P6B088P     1PC,Hemlibra  30mg/mL,血甯博皮下注射劑 30毫克/毫升,,,注射液,中外,,,2019.12.13
P6B090P,P6B090P     1PC,Hemlibra  60mg/0.4mL,血甯博皮下注射劑   150毫克/毫升,,,注射液,中外,,,2019.12.13
P8A161P,P8A161P     1PC,Kanjinti 420mg (無償),康癌停 凍晶注射劑420毫克 (無償),,,凍晶注射劑,Actavis Italy S.p.A.,,,2019.12.16
PQA040M,PQA040M MH1 1PC,Detosiv,抵克特喜持續性釋放錠,白色,圓形,持續性藥效錠,美時,一面有 LO 、另一面有 06 字樣,with "LO" and  "06",2019.12.17
P8A133M,P8A133M     1PC,Lorlatinib,,淡褐色,圓形,錠劑,Pfizer,一側刻Pfizer、另一側刻 " 25 " & " LLN " 字樣,with" Pfizer" ,  " 25" & " LLN ",2019.12.20
P6B091P,P6B091P     1PC,Besponsa,沛斯博凍晶注射劑,,,凍晶注射劑,Pfizer,,,2020.01.02
PWC058E,PWC058E XH1 1PC,Clobetasol oint 25gm,可立舒軟膏 25公克,,,外用軟膏,杏輝,,,2023.05.12
PGF004M,PGF004M RM1 1PC,Imimine,益伊神糖衣錠,橘色,圓形,糖衣錠,榮民,,,2020.01.07
PGC072M,PGC072M JX1 1PC,Aclonac,安舒悅膜衣錠,白色,圓形,膜衣錠,健喬信元,有013 & SYN  字樣,with "  013"  & " SYN ",2020.01.07
PTA007S,PTA007S     1PC,Clodrin Oral Solution,可律靜內服液劑,,,口服液劑,晟德,,,2021.09.30
P8A165P,P8A165P     1PC,Herceptin (SC) (病患協助方案)(無償),賀癌平皮下注射劑,,,注射液,F. HOFFMANN-LA ROCHE LTD.,,,2020.01.15
PWL102E,PWL102E XH1 1PC,Siliverzine Cream 10mg/gm (500gm),燙膚舒乳膏10毫克/公克  (500gm),,,外用乳膏,杏輝,,,2020.01.16
P6B092P,P6B092P     1PC,Skyrizi 75mg,喜開悅 75mg針筒裝注射劑,,,注射液,艾伯維,,,2020.01.22
PEB014M,PEB014M     1PC,Urief 8mg,優列扶膜衣錠,白色,圓形,膜衣錠,健喬信元,有SYN、038字樣,imprint with "SYN" & "038",2020.02.10
P6B093M,P6B093M     1PC,Mavenclad 10mg,瑪威克錠10毫克,白色,圓形,錠劑,Merck,一面刻C、另一面刻10 字樣,Engraved with "C" 、"10",2020.02.10
PZA311P,PZA311P     1PC,Hyruan ONE,瀚樂壹關節腔注射劑,,,注射劑, LG Chem,,,2020.02.11
P8A167P,P8A167P     1PC,EYLEA 40 mg/mL(病患協助方案)(無償),采視明瓶裝注射液,,,注射劑,拜耳 / Vetter Pharma-Fertigung,,,2020.02.11
P8A164M,P8A164M     1PC,Kepida   (無償)(專案),剋必達  (無償)(專案),白色,圓形,鋁箔裝錠劑,杏輝,,,2020.02.13
PZA307P,PZA307P     1PC,Lumicef,立美西膚皮下注射劑 210毫克,,,凍晶注射劑,Kyowa  Kirin,,,2020.02.17
PLC044M,PLC044M     1PC,CoPlavix  75mg/100mg,可保栓通 膜衣錠75毫克/100毫克,淡粉紅色,橢圓形,膜衣錠,Sanofi,刻有"C75" 、"A100" 字樣,engraved with " C75" 、"A 100" .,2020.02.18
PYA038E,PYA038E     1PC,Medisuper Patch 5%,美帝貼片5%,,,貼片,得生,,,2020.02.20
PQB061E,PQB061E     1PC,Trelegy Ellipta 92/55/22 mcg,肺樂喜易利達乾粉吸入劑92/55/22 mcg,,,乾粉吸入劑,葛蘭素,,,2020.02.21
PME136P,PME136P     1PC,Tresiba FlexTouch,諾胰保 諾特筆,,,注射劑,諾和諾德,深藍色筆身、「亮綠色 」按鈕,,2020.02.24
PME137M,PME137M     1PC,Glyxambi 25mg/5mg,糖順平膜衣錠25/5毫克,淺粉紅色,三角形,膜衣錠,BOEHRINGER INGELHEIM,刻有 25/5,with " 25/5 ",2020.02.27
PVE014E,PVE014E     1PC,Santone 0.5%,善瞳眼藥水0.5%,,,點眼液,溫士頓,,,2020.03.04
P6B095M,P6B095M     1PC,Inlyta 1mg,抑癌特 1 毫克,紅棕色,橢圓形,膜衣錠,輝瑞,錠劑一面刻有" pfizer "、另一面" 1 XNB ",Tablet engraved with " pfizer " on one side and " 1 XNB "on the others,2020.03.04
PWL070E,PWL070E     1PC,Zinc Oxide Oint  (30gm),氧化鋅軟膏 (30gm),,,外用軟膏,華盛頓,,,2020.03.16
PCH131M,PCH131M     1PC,Epclusa,宜譜莎膜衣錠,粉紅色,菱形,錠劑,Gilead Sciences,一面刻有「GSI」，另一面刻 「7916」,Debossed with 「GSI」on one side and 「7916」on the other side.,2020.04.21
PMF071M,PMF071M     1PC,Minirin Melt 60mcg,迷你寧凍晶口溶錠,白色,圓形,口溶錠,Ferring,水滴型記號,,2020.04.24
PDA340P,PDA340P     1PC,Kyprolis 30mg,凱博斯凍晶注射劑,,,凍晶注射劑,Amgen,,,2020.03.19.
P8A169P,P8A169P     1PC,Erwinase  (無償)(專案),,,,注射劑,Anderson,,,2020.03.24.
PLD063P,PLD063P     1PC,Nuwiq 1000 IU,寧衛基因工程第八凝血因子注射劑1000 IU,,,注射劑,OCTAPHARMA AB,,,2020.03.31
PLD065P,PLD065P     1PC,Nuwiq 500 IU,寧衛基因工程第八凝血因子注射劑 500 IU,,,注射劑,OCTAPHARMA AB,,,2020.03.31
PLD071P,PLD071P     1PC,Adynovate 500IU,艾諾威長效第八因子注射劑500國際單位,,,凍晶注射劑,Takeda,,,2022.10.13
PLD072P,PLD072P     1PC,Adynovate 1000IU,艾諾威長效第八因子注射劑1000國際單位,,,凍晶注射劑,Takeda,,,2022.03.01
PLD073P,PLD073P     1PC,Adynovate 2000IU,艾諾威長效第八因子注射劑2000國際單位,,,凍晶注射劑,BAXALTA,,,2020.05.13
P8A170M,P8A170M     1PC,Vitrakvi 100mg (無償)(專案),,白色,,膠囊,Loxo,,,2020.03.20.
P8A171P,P8A171P     1PC,Mylotarg (無償)(專案),,,,注射液,Pfizer,,,2020.03.23.
PKB018M,PKB018M CD1 1PC,Loperamide,洛普拉膠囊,橘黃色,,膠囊,成大藥品,印有CTA-271字樣,imprinted with CTA-271,2020.03.24
